Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_269_1019,VDD,Metal1,587.1600,1074.0800,4.999931
FILLER_269_989,VDD,Metal1,570.3600,1074.0800,4.999937
FILLER_269_987,VDD,Metal1,569.5200,1074.0800,4.999937
FILLER_269_964,VDD,Metal1,556.3600,1074.0800,4.999937
FILLER_269_956,VDD,Metal1,554.3465,1074.6565,4.999937
FILLER_269_950,VDD,Metal1,548.5200,1074.0800,4.999937
FILLER_269_912,VDD,Metal1,527.2400,1074.0800,4.999933
FILLER_269_908,VDD,Metal1,525.2800,1074.0800,4.999931
FILLER_269_891,VDD,Metal1,515.4800,1074.0800,4.999929
FILLER_269_889,VDD,Metal1,514.6400,1074.0800,4.999929
FILLER_269_842,VDD,Metal1,488.0400,1074.0800,4.999928
FILLER_269_839,VDD,Metal1,486.3600,1074.0800,4.999928
FILLER_269_837,VDD,Metal1,485.5200,1074.0800,4.999928
FILLER_269_795,VDD,Metal1,462.0000,1074.0800,4.999928
FILLER_269_774,VDD,Metal1,449.9600,1074.0800,4.999927
FILLER_269_772,VDD,Metal1,449.1200,1074.0800,4.999927
FILLER_269_758,VDD,Metal1,441.2800,1074.0800,4.999927
FILLER_269_649,VDD,Metal1,379.9600,1074.0800,4.999926
FILLER_269_611,VDD,Metal1,358.9600,1074.0800,4.999923
FILLER_269_589,VDD,Metal1,346.6400,1074.0800,4.999924
FILLER_269_562,VDD,Metal1,331.5200,1074.0800,4.999938
FILLER_269_554,VDD,Metal1,326.7600,1074.0800,4.999938
FILLER_269_524,VDD,Metal1,309.9600,1074.0800,4.999937
FILLER_269_494,VDD,Metal1,293.1600,1074.0800,4.999937
FILLER_269_492,VDD,Metal1,292.3200,1074.0800,4.999937
FILLER_269_488,VDD,Metal1,290.0800,1074.0800,4.999937
FILLER_269_454,VDD,Metal1,271.0400,1074.0800,4.999938
FILLER_269_430,VDD,Metal1,257.6000,1074.0800,4.999942
FILLER_269_416,VDD,Metal1,250.7000,1074.5125,4.999941
FILLER_269_352,VDD,Metal1,213.9200,1074.0800,4.999954
FILLER_269_334,VDD,Metal1,203.5600,1074.0800,4.999954
FILLER_269_264,VDD,Metal1,164.3600,1074.0800,4.999967
FILLER_269_229,VDD,Metal1,144.7600,1074.0800,4.999968
FILLER_269_221,VDD,Metal1,140.2800,1074.0800,4.999968
FILLER_269_219,VDD,Metal1,139.4400,1074.0800,4.999968
FILLER_269_204,VDD,Metal1,130.7600,1074.0800,4.999968
FILLER_269_180,VDD,Metal1,117.6000,1074.0800,4.999968
FILLER_269_152,VDD,Metal1,101.6400,1074.0800,4.999973
FILLER_269_139,VDD,Metal1,94.3600,1074.0800,4.999973
FILLER_269_135,VDD,Metal1,93.3400,1074.5125,4.999973
FILLER_269_126,VDD,Metal1,87.0800,1074.0800,4.999973
FILLER_269_124,VDD,Metal1,86.2400,1074.0800,4.999972
FILLER_269_79,VDD,Metal1,61.0400,1074.0800,4.999972
FILLER_269_72,VDD,Metal1,57.1200,1074.0800,4.999972
FILLER_269_44,VDD,Metal1,41.1600,1074.0800,4.999974
FILLER_269_36,VDD,Metal1,36.6800,1074.0800,4.999974
FILLER_268_1892,VDD,Metal1,1076.0400,1074.0800,4.999903
FILLER_268_1890,VDD,Metal1,1075.2000,1074.0800,4.999903
FILLER_268_1873,VDD,Metal1,1066.6200,1073.6475,4.999899
FILLER_268_1857,VDD,Metal1,1056.7200,1074.0800,4.999898
FILLER_268_1834,VDD,Metal1,1044.7800,1073.6475,4.999898
FILLER_268_1823,VDD,Metal1,1037.4000,1074.0800,4.999897
FILLER_268_1787,VDD,Metal1,1017.2400,1074.0800,4.999893
FILLER_268_1781,VDD,Metal1,1015.1000,1073.6475,4.999896
FILLER_268_1772,VDD,Metal1,1008.8400,1074.0800,4.999897
FILLER_268_1768,VDD,Metal1,1007.8200,1073.6475,4.999897
FILLER_268_1760,VDD,Metal1,1004.5865,1073.5030,4.999897
